7382.47,7425.39,7350.46,11249876531386.0,1434752005.0,2018-05-17 00:00:00
7354.34,7381.16,7343.97,11208532436856.0,348402601.0,2018-05-18 00:00:00
7394.04,7431.83,7368.21,11269016747063.0,203566625.0,2018-05-21 00:00:00
7378.46,7432.53,7370.33,11245556344770.0,212964025.0,2018-05-22 00:00:00
7425.96,7426.78,7334.62,11318490916365.0,385180788.0,2018-05-23 00:00:00
7424.43,7435.38,7357.5,11315258693311.0,118183803.0,2018-05-24 00:00:00
7433.85,7452.85,7415.58,11331289437412.0,172804457.0,2018-05-25 00:00:00
7396.59,7435.13,7354.29,11274172281326.0,924316801.0,2018-05-29 00:00:00
7462.45,7473.81,7423.67,11364025505100.0,537880699.0,2018-05-30 00:00:00
7442.12,7492.42,7431.41,11332787575040.0,1921308116.0,2018-05-31 00:00:00
7554.33,7557.38,7487.23,11502216245686.0,224564021.0,2018-06-01 00:00:00
7606.46,7607.17,7561.2,11583383936104.0,39992389.0,2018-06-04 00:00:00
7637.86,7644.48,7602.38,11632017959032.0,247744550.0,2018-06-05 00:00:00
7689.24,7691.65,7622.31,11709767235440.0,29013023.0,2018-06-06 00:00:00
7635.07,7697.41,7597.66,11627375653495.0,1632242586.0,2018-06-07 00:00:00
7645.51,7653.58,7595.14,11643880282938.0,82868247.0,2018-06-08 00:00:00
7659.93,7677.29,7642.87,11666239364607.0,101964569.0,2018-06-11 00:00:00
7703.79,7708.25,7669.53,11733376487830.0,29193283.0,2018-06-12 00:00:00
7695.7,7748.96,7686.65,11720183015793.0,99655276.0,2018-06-13 00:00:00
7761.04,7768.6,7723.53,11821152578900.0,1708294368.0,2018-06-14 00:00:00
7746.38,7755.72,7704.34,11798588946129.0,270658752.0,2018-06-15 00:00:00
7747.03,7749.36,7676.83,11749881805873.0,23590196.0,2018-06-18 00:00:00
7725.59,7727.41,7635.73,11717132989669.0,995047260.0,2018-06-19 00:00:00
7781.51,7806.6,7755.48,11801399072996.0,38603675.0,2018-06-20 00:00:00
7712.95,7803.45,7699.2,11699607314114.0,18146211.0,2018-06-21 00:00:00
7692.82,7739.71,7679.12,11671760634076.0,14210752.0,2018-06-22 00:00:00
7532.01,7639.73,7477.73,11426206020493.0,21698115.0,2018-06-25 00:00:00
7561.63,7597.49,7527.0,11471553930748.0,9694570.0,2018-06-26 00:00:00
7445.08,7610.67,7444.17,11301251629580.0,94212261.0,2018-06-27 00:00:00
7503.68,7526.07,7419.56,11391514647138.0,1255036887.0,2018-06-28 00:00:00
7510.3,7573.59,7502.95,11404215445108.0,87436262.0,2018-06-29 00:00:00
7567.69,7568.1,7443.1,11492106109937.0,873169785.0,2018-07-02 00:00:00
7502.67,7594.33,7498.5,11391686843730.0,21263596.0,2018-07-03 00:00:00
7586.43,7589.19,7511.43,11519458449505.0,1764469428.0,2018-07-05 00:00:00
7688.39,7695.81,7588.65,11674201689978.0,39695218.0,2018-07-06 00:00:00
